0 0
0.0166667 0.0118686
0.0333333 0.0234614
0.05 0.0347635
0.0666667 0.0457914
0.0833333 0.0565282
0.1 0.0669906
0.116667 0.0771618
0.133333 0.0870586
0.15 0.0966641
0.166667 0.105996
0.183333 0.115035
0.2 0.123802
0.216667 0.132276
0.233333 0.140477
0.25 0.148385
0.266667 0.156021
0.283333 0.163363
0.3 0.170435
0.316667 0.177211
0.333333 0.183716
0.35 0.189928
0.366667 0.195867
0.383333 0.201515
0.4 0.207514
0.416667 0.218107
0.433333 0.285566
0.45 0.452779
0.466667 0.660176
0.483333 0.853752
0.5 1.03354
0.516667 1.19952
0.533333 1.35167
0.55 1.49001
0.566667 1.61451
0.583333 1.72521
0.6 1.82207
0.616667 1.90512
0.633333 1.97433
0.65 2.02974
0.666667 2.07131
0.683333 2.09906
0.7 2.11299
0.716667 2.1131
0.733333 2.09938
0.75 2.07184
0.766667 2.03047
0.783333 1.97529
0.8 1.90628
0.816667 1.82345
0.833333 1.72679
0.85 1.61632
0.866667 1.49201
0.883333 1.3539
0.9 1.20195
0.916667 1.03618
0.933333 0.856588
0.95 0.663177
0.966667 0.455934
0.983333 0.234882
1 0
