0 0
0.0166667 0.0118687
0.0333333 0.0234616
0.05 0.0347639
0.0666667 0.0457917
0.0833333 0.0565286
0.1 0.066991
0.116667 0.0771622
0.133333 0.0870593
0.15 0.0966648
0.166667 0.105996
0.183333 0.115036
0.2 0.123802
0.216667 0.132277
0.233333 0.140478
0.25 0.148386
0.266667 0.156022
0.283333 0.163364
0.3 0.170435
0.316667 0.177211
0.333333 0.183717
0.35 0.189928
0.366667 0.195867
0.383333 0.201515
0.4 0.207514
0.416667 0.218108
0.433333 0.285583
0.45 0.452808
0.466667 0.660202
0.483333 0.853778
0.5 1.03356
0.516667 1.19953
0.533333 1.35168
0.55 1.49002
0.566667 1.61452
0.583333 1.72521
0.6 1.82207
0.616667 1.90512
0.633333 1.97433
0.65 2.02973
0.666667 2.0713
0.683333 2.09906
0.7 2.11298
0.716667 2.11309
0.733333 2.09936
0.75 2.07183
0.766667 2.03046
0.783333 1.97528
0.8 1.90627
0.816667 1.82344
0.833333 1.72678
0.85 1.61631
0.866667 1.492
0.883333 1.35389
0.9 1.20194
0.916667 1.03618
0.933333 0.85658
0.95 0.66317
0.966667 0.455934
0.983333 0.23488
1 0
