0 0
0.0166667 0.0528746
0.0333333 0.104661
0.05 0.15535
0.0666667 0.204951
0.0833333 0.253452
0.1 0.300864
0.116667 0.347178
0.133333 0.392404
0.15 0.436529
0.166667 0.479567
0.183333 0.521506
0.2 0.562354
0.216667 0.602108
0.233333 0.640771
0.25 0.678332
0.266667 0.71481
0.283333 0.750185
0.3 0.784478
0.316667 0.817664
0.333333 0.849767
0.35 0.880768
0.366667 0.910685
0.383333 0.939497
0.4 0.967229
0.416667 0.993851
0.433333 1.01939
0.45 1.04383
0.466667 1.06719
0.483333 1.08944
0.5 1.11061
0.516667 1.13067
0.533333 1.14965
0.55 1.16753
0.566667 1.18432
0.583333 1.20001
0.6 1.21462
0.616667 1.22812
0.633333 1.24187
0.65 1.26392
0.666667 1.36435
0.683333 1.66006
0.7 2.05354
0.716667 2.39366
0.733333 2.68036
0.75 2.91367
0.766667 3.09354
0.783333 3.21999
0.8 3.29297
0.816667 3.31252
0.833333 3.27862
0.85 3.19127
0.866667 3.05047
0.883333 2.85623
0.9 2.60853
0.916667 2.30739
0.933333 1.9528
0.95 1.54477
0.966667 1.08329
0.983333 0.568367
1 0
